task_id,project_id,sprint_id,task_title,task_type,priority_moscow,assignee_role,experience_years,team_size,sprint_length_days,story_points,estimated_hours,actual_hours,dependencies_count,blockers_count,requirement_changes,communication_volume,sentiment_score,ai_suggestion_used,ai_acceptance_rate,override_requested,status,task_success,success_probability
25416,78,21,Implement error handling,Bug,Must,Developer,3.9,5,10,3,11.1,9.7,1,1,0,15,0.34,0,0.51,1,Done,1,0.731
25417,459,25,Investigate caching layer,Bug,Won't,Developer,4.1,11,14,2,6.7,7.2,1,2,0,22,-0.25,1,0.86,0,Done,1,0.672
25418,173,10,Investigate API endpoint,Spike,Must,Developer,2.2,10,10,5,19.0,26.6,2,1,1,14,-0.15,0,0.28,0,Done,1,0.597
25419,122,8,Update login flow,Bug,Must,QA,1.6,10,14,8,23.0,19.7,0,0,1,15,0.1,0,0.34,1,Done,1,0.785
25420,127,33,Update API endpoint,Chore,Should,Developer,4.1,6,14,5,17.1,16.9,0,2,0,15,0.03,1,0.82,0,Done,1,0.718
25421,96,28,Remove deployment script,Chore,Won't,Developer,4.4,5,10,3,7.1,7.2,3,0,0,14,0.77,0,0.08,0,Done,1,0.765
25422,332,40,Add API endpoint,Chore,Should,Developer,3.3,11,14,5,13.4,17.0,1,1,1,15,0.45,0,0.59,1,Done,1,0.64
25423,241,38,Improve permission check,Feature,Should,Designer,5.9,6,14,8,23.4,40.6,2,1,2,6,0.39,1,0.62,0,To Do,0,0.555
25424,116,15,Improve login flow,Documentation,Must,Developer,0.7,9,10,3,14.2,10.7,1,0,0,19,-0.52,0,0.02,0,Done,1,0.806
25425,437,19,Refactor deployment script,Refactor,Should,DevOps,2.5,4,21,3,5.8,7.2,2,0,0,10,0.09,0,0.58,0,In Progress,0,0.755
25426,329,34,Improve login flow,Bug,Must,Developer,5.2,4,14,3,6.3,4.7,1,1,2,20,0.07,0,0.43,0,In Progress,0,0.759
25427,202,1,Fix error handling,Chore,Must,QA,4.3,5,21,1,3.5,2.6,1,1,0,23,0.22,1,0.66,1,To Do,0,0.768
25428,257,35,Remove deployment script,Feature,Could,Developer,6.2,11,10,2,11.1,17.9,0,3,1,12,0.92,0,0.13,1,Blocked,1,0.426
25429,329,7,Create UI component,Feature,Should,Developer,0.0,6,14,2,6.7,9.2,1,1,0,20,-0.69,1,0.55,0,Done,1,0.645
25430,77,11,Refactor caching layer,Refactor,Could,Developer,6.3,6,14,5,13.8,18.1,2,1,0,28,0.44,0,0.35,0,In Progress,0,0.679
25431,405,20,Implement error handling,Refactor,Must,Developer,1.7,8,14,3,8.0,7.0,0,0,0,12,0.46,0,0.02,0,Done,1,0.829
25432,130,29,Create documentation,Bug,Should,Developer,6.1,6,14,3,10.6,10.6,0,0,1,16,-0.6,0,0.32,0,In Progress,0,0.806
25433,15,15,Implement database query,Refactor,Must,Developer,3.2,9,21,2,3.2,3.8,1,0,1,11,0.49,1,1.0,0,In Progress,0,0.791
25434,261,38,Implement test suite,Documentation,Must,Designer,0.5,4,14,2,11.4,8.8,1,1,0,26,-0.23,1,0.52,0,Done,1,0.766
25435,439,32,Improve database query,Feature,Must,Developer,6.0,4,14,5,10.1,15.2,2,1,0,33,0.35,1,0.58,0,In Progress,0,0.639
25436,367,30,Improve caching layer,Feature,Must,Developer,3.7,7,14,13,37.1,64.9,3,0,1,3,-0.11,1,0.65,0,Done,1,0.608
25437,155,31,Add database query,Feature,Won't,Developer,4.9,6,7,1,5.8,5.0,0,0,0,28,-0.42,1,0.45,0,Done,1,0.833
25438,200,2,Add database query,Spike,Should,Developer,0.0,4,14,3,9.4,24.1,2,6,0,26,0.22,1,0.5,0,Blocked,0,0.094
25439,298,33,Add UI component,Feature,Could,Developer,3.4,12,10,3,8.8,13.2,2,1,0,17,-0.19,1,0.8,0,Blocked,0,0.628
25440,117,25,Update error handling,Feature,Must,PM,4.4,7,14,5,15.0,9.7,2,1,0,21,-0.18,1,0.81,0,Blocked,0,0.792
25441,411,8,Refactor database query,Spike,Could,Developer,3.3,3,14,5,17.4,22.9,1,0,0,10,0.14,1,0.32,0,Done,1,0.754
25442,148,32,Improve login flow,Refactor,Must,Developer,2.6,5,7,5,15.4,17.8,0,1,0,17,-0.58,1,0.99,0,Done,1,0.737
25443,109,5,Improve database query,Feature,Must,PM,0.5,4,14,2,6.1,6.2,0,0,0,15,0.35,0,0.46,0,To Do,0,0.816
25444,48,25,Add caching layer,Documentation,Could,PM,1.3,3,10,2,2.9,1.8,1,0,0,11,-0.34,1,0.78,1,Done,1,0.816
25445,347,23,Remove documentation,Feature,Must,Developer,3.2,4,14,1,1.0,1.1,0,0,1,30,-0.01,1,0.69,0,Done,1,0.795
25446,13,2,Optimize deployment script,Bug,Could,Developer,3.2,8,14,13,41.1,48.2,2,0,1,14,0.26,0,0.01,1,In Progress,0,0.682
25447,403,15,Update error handling,Feature,Could,Developer,0.0,11,10,1,5.2,6.9,0,1,0,22,-0.29,1,0.79,0,Done,1,0.694
25448,487,5,Improve login flow,Refactor,Must,Developer,5.7,8,7,2,4.9,7.1,0,3,1,19,-0.12,0,0.36,1,Blocked,0,0.44
25449,56,38,Implement deployment script,Feature,Could,Developer,0.5,9,14,3,8.9,11.3,1,1,1,27,-0.27,1,0.54,0,In Progress,0,0.653
25450,49,33,Implement API endpoint,Chore,Should,Developer,0.0,8,14,2,8.2,9.5,3,1,0,15,0.6,1,0.73,0,To Do,0,0.671
25451,468,40,Add documentation,Bug,Should,Developer,0.0,4,14,3,6.3,4.5,0,0,0,0,0.07,1,0.66,0,Done,1,0.853
25452,63,20,Update caching layer,Feature,Could,Developer,4.7,5,10,5,18.6,15.5,0,1,0,18,-0.11,0,0.25,0,Done,1,0.786
25453,204,14,Remove API endpoint,Spike,Should,Developer,1.7,12,14,13,44.5,82.4,3,1,1,21,0.46,0,0.25,0,In Progress,0,0.482
25454,436,39,Implement permission check,Chore,Won't,Developer,1.4,8,7,1,1.8,2.1,0,2,1,8,0.69,1,0.66,0,Done,1,0.648
25455,70,13,Investigate documentation,Bug,Could,Developer,1.9,12,14,5,19.9,35.8,4,1,1,21,0.38,1,0.97,0,Done,1,0.496
25456,332,17,Add UI component,Bug,Must,Designer,3.5,5,21,2,8.0,5.3,0,0,1,20,-0.12,1,0.67,1,Blocked,0,0.83
25457,192,6,Update login flow,Bug,Could,Developer,2.9,3,14,8,23.9,30.0,2,1,1,26,-0.67,1,0.51,0,In Progress,0,0.633
25458,219,33,Improve deployment script,Bug,Must,Developer,2.5,8,14,3,12.3,8.3,1,0,0,14,0.53,0,0.4,0,Done,1,0.85
25459,466,5,Add documentation,Chore,Must,Designer,1.9,11,7,3,3.2,3.4,1,2,0,24,0.74,0,0.43,0,Done,1,0.659
25460,325,2,Update permission check,Feature,Must,Developer,6.7,7,14,1,1.0,1.6,2,0,2,32,-0.76,0,0.41,1,In Progress,0,0.573
25461,160,34,Create deployment script,Bug,Must,Developer,2.3,8,14,13,36.4,30.3,0,0,1,10,-0.23,1,0.72,0,Done,1,0.83
25462,468,34,Improve deployment script,Chore,Should,QA,3.0,8,7,5,15.0,9.1,2,0,0,9,0.26,0,0.2,0,Done,1,0.83
25463,291,35,Investigate caching layer,Documentation,Must,Developer,0.3,10,14,5,16.3,9.6,0,1,1,3,0.36,1,0.7,0,To Do,0,0.812
25464,50,35,Add UI component,Feature,Must,Developer,0.0,3,14,2,5.4,5.6,0,0,1,18,-0.35,1,0.95,1,In Progress,0,0.761
25465,197,6,Remove API endpoint,Feature,Won't,Developer,4.3,9,14,5,13.8,15.4,0,1,0,0,0.44,1,0.79,0,Done,1,0.771
25466,122,15,Investigate documentation,Chore,Could,Developer,0.0,5,10,1,3.5,3.8,2,1,0,32,0.13,1,0.81,0,Done,1,0.69
25467,322,31,Add error handling,Documentation,Should,Developer,4.2,8,14,2,5.7,4.3,1,1,0,15,0.79,1,0.77,0,Done,1,0.809
25468,431,13,Update deployment script,Refactor,Won't,QA,0.2,10,10,13,37.8,46.3,0,1,0,40,0.37,0,0.0,0,Done,1,0.68
25469,20,32,Refactor database query,Bug,Should,QA,4.2,7,14,13,38.8,26.7,2,0,1,20,0.79,1,1.0,0,Done,1,0.843
25470,391,37,Investigate login flow,Feature,Should,Developer,3.0,5,14,3,11.6,8.8,1,0,0,26,0.65,1,0.58,0,In Progress,0,0.847
25471,459,39,Optimize error handling,Documentation,Should,Developer,0.0,7,10,8,27.5,9.3,0,0,0,13,0.04,0,0.52,0,Done,1,0.885
25472,498,32,Update documentation,Refactor,Must,Developer,6.9,11,10,2,8.1,11.6,1,1,2,20,-0.68,0,0.22,1,Blocked,0,0.554
25473,331,32,Refactor deployment script,Refactor,Must,QA,1.4,10,14,5,11.1,17.5,4,1,1,28,0.3,0,0.37,0,Blocked,0,0.509
25474,157,24,Remove permission check,Spike,Should,QA,2.1,7,7,2,10.3,16.1,1,1,0,23,0.63,0,0.18,0,Done,1,0.624
25475,73,4,Update test suite,Spike,Should,DevOps,3.4,12,21,1,1.0,0.7,0,0,0,3,0.98,1,0.8,0,Done,1,0.881
25476,473,18,Implement error handling,Feature,Should,Developer,1.6,4,14,8,23.6,29.1,0,1,3,8,-0.32,0,0.09,0,In Progress,0,0.631
25477,207,39,Optimize caching layer,Feature,Must,Developer,4.0,10,10,5,13.4,8.0,1,1,0,29,0.45,0,0.44,1,Done,1,0.773
25478,172,37,Create deployment script,Feature,Should,Developer,2.8,10,14,5,18.6,23.0,3,0,1,19,0.11,1,0.63,0,Done,1,0.71
25479,367,10,Update test suite,Spike,Could,DevOps,6.2,11,14,13,39.2,41.9,0,1,0,12,0.12,0,0.12,1,In Progress,0,0.717
25480,358,30,Fix deployment script,Bug,Could,Developer,0.0,9,21,3,9.2,11.0,0,1,2,3,0.49,1,0.98,1,Done,1,0.666
25481,405,13,Update caching layer,Refactor,Must,Developer,3.4,8,14,1,2.2,2.7,2,0,2,11,0.69,0,0.44,0,Done,1,0.723
25482,442,17,Add UI component,Feature,Must,QA,2.9,6,7,1,1.0,1.9,3,1,2,3,-0.38,1,0.78,0,Done,1,0.448
25483,439,26,Update test suite,Bug,Could,DevOps,6.8,3,10,2,1.9,2.0,0,1,2,7,-0.23,0,0.58,0,Done,1,0.732
25484,86,20,Refactor documentation,Feature,Must,Developer,2.1,4,10,2,6.0,7.6,2,1,0,35,-0.22,0,0.21,1,Done,1,0.577
25485,85,25,Optimize documentation,Documentation,Must,QA,3.8,4,14,2,5.8,3.7,0,2,0,23,-0.72,1,0.75,0,Done,1,0.761
25486,103,4,Remove error handling,Bug,Must,Designer,4.7,8,14,5,14.4,10.3,3,0,0,24,-0.37,1,0.79,0,Done,1,0.816
25487,314,12,Investigate UI component,Chore,Should,Developer,1.8,11,14,5,14.6,13.0,1,0,1,20,0.15,0,0.04,0,Done,1,0.789
25488,291,33,Refactor permission check,Feature,Must,QA,3.5,12,10,8,25.2,38.0,1,1,2,9,0.44,0,0.37,0,Done,1,0.604
25489,429,25,Investigate error handling,Feature,Must,Developer,5.2,9,14,1,1.3,1.8,1,1,1,19,0.27,0,0.19,0,Done,1,0.657
25490,422,34,Investigate test suite,Feature,Must,Developer,5.8,9,10,8,22.9,40.3,3,2,0,23,0.67,0,0.58,0,In Progress,0,0.481
25491,407,39,Implement caching layer,Feature,Should,Developer,2.3,3,14,3,13.8,17.1,2,0,0,17,-0.9,1,0.72,0,Done,1,0.734
25492,40,15,Optimize UI component,Refactor,Should,QA,2.6,11,14,5,17.2,7.1,0,0,0,15,0.16,0,0.56,0,Done,1,0.889
25493,348,11,Refactor permission check,Feature,Won't,Developer,4.2,12,14,5,15.0,21.1,0,1,1,32,-0.82,1,0.86,0,Done,1,0.667
25494,426,13,Add login flow,Bug,Must,Developer,1.0,5,14,3,6.4,7.6,2,1,1,15,-0.25,1,0.74,1,Done,1,0.605
25495,492,23,Update API endpoint,Feature,Should,Developer,4.4,9,7,2,7.2,13.7,3,2,0,19,-0.14,1,0.6,0,To Do,0,0.418
25496,172,11,Implement API endpoint,Documentation,Must,Designer,0.9,4,21,8,21.6,14.6,3,0,0,4,-0.02,0,0.2,0,Done,1,0.802
25497,389,16,Update database query,Feature,Should,Designer,5.6,5,21,2,2.5,2.3,2,0,0,26,-0.2,1,0.89,0,Done,1,0.82
25498,204,7,Refactor error handling,Chore,Must,Developer,4.8,6,14,5,18.0,14.4,0,0,0,17,-1.0,1,0.58,0,Done,1,0.843
25499,81,16,Add database query,Spike,Should,Developer,4.5,6,14,3,13.7,25.7,2,0,2,1,-0.21,0,0.24,0,Done,1,0.569
25500,170,38,Update caching layer,Documentation,Should,DevOps,5.9,9,14,3,5.4,4.6,0,1,1,30,0.05,0,0.3,0,Done,1,0.774
25501,126,17,Update login flow,Refactor,Could,Designer,0.0,9,14,1,2.2,1.9,0,0,0,21,-0.66,0,0.03,0,Done,1,0.808
25502,456,31,Investigate database query,Refactor,Must,QA,4.0,3,14,5,15.6,22.4,0,1,1,15,-0.21,1,0.46,0,In Progress,0,0.666
25503,88,18,Remove API endpoint,Bug,Could,Designer,4.3,11,10,1,1.9,2.3,0,2,1,16,0.28,1,0.94,1,Done,1,0.61
25504,66,18,Refactor error handling,Chore,Should,Developer,0.6,7,7,5,15.9,17.3,2,0,0,15,-0.21,0,0.19,1,In Progress,0,0.695
25505,290,27,Investigate deployment script,Spike,Should,Developer,3.6,5,14,5,16.6,13.3,1,0,1,9,1.0,0,0.15,0,In Progress,0,0.825
25506,288,5,Fix login flow,Bug,Should,PM,3.2,3,14,2,7.0,8.0,1,1,1,18,-0.11,1,0.74,0,In Progress,0,0.706
25507,281,15,Improve login flow,Refactor,Must,Designer,6.6,10,10,5,12.7,20.2,2,1,2,6,-0.76,0,0.0,0,Done,1,0.53
25508,75,6,Fix caching layer,Documentation,Should,DevOps,0.8,5,14,8,23.4,22.7,1,1,1,32,-0.28,1,1.0,0,Done,1,0.723
25509,250,8,Refactor database query,Feature,Must,Designer,0.1,7,14,1,2.0,3.9,2,1,1,23,-0.3,0,0.0,0,Blocked,0,0.45
25510,465,29,Investigate login flow,Bug,Could,Developer,2.1,7,14,8,22.2,22.2,1,1,0,27,0.93,1,0.63,0,Done,1,0.759
25511,45,7,Implement login flow,Feature,Must,PM,0.9,12,10,8,21.8,17.0,0,0,0,3,0.48,1,0.52,1,Done,1,0.817
25512,399,9,Improve deployment script,Bug,Won't,Developer,1.0,6,14,5,14.6,13.0,0,1,0,8,-0.53,0,0.25,1,To Do,0,0.715
25513,63,23,Investigate permission check,Refactor,Should,Developer,2.4,3,14,3,4.2,7.2,0,2,1,8,-0.11,0,0.23,1,In Progress,0,0.45
25514,117,14,Refactor error handling,Bug,Could,QA,1.5,5,14,2,3.3,4.6,0,2,1,32,0.25,1,0.66,0,Done,1,0.588
25515,450,5,Implement login flow,Feature,Must,Developer,0.8,11,14,5,20.9,27.9,1,3,0,15,0.88,1,0.6,0,Blocked,1,0.529
25516,149,39,Create error handling,Chore,Must,Developer,5.7,10,14,1,2.3,2.3,1,1,0,2,0.01,0,0.51,1,Done,1,0.715
25517,262,37,Remove test suite,Feature,Could,Developer,6.5,12,14,8,19.5,30.6,0,2,2,6,0.04,1,0.84,0,Done,1,0.569
25518,191,24,Update error handling,Bug,Could,Designer,9.0,11,14,2,11.7,5.4,0,2,0,20,0.45,0,0.32,0,Done,1,0.815
25519,308,21,Remove documentation,Feature,Should,QA,3.9,4,7,2,6.3,9.3,1,1,0,30,0.09,1,0.45,0,In Progress,0,0.645
25520,203,33,Improve deployment script,Documentation,Must,PM,4.5,11,7,2,2.6,2.6,0,3,1,17,-0.47,1,0.63,0,Blocked,1,0.59
25521,222,39,Add caching layer,Bug,Must,Developer,0.0,3,21,2,7.4,11.3,2,1,2,32,0.12,0,0.6,0,Done,1,0.555
25522,409,5,Improve API endpoint,Chore,Could,DevOps,0.1,8,14,8,24.8,24.7,1,0,0,16,0.47,0,0.45,0,Done,1,0.8
25523,278,4,Create caching layer,Bug,Should,Developer,5.9,8,14,2,4.8,4.8,1,1,0,35,-0.42,0,0.23,0,Done,1,0.729
25524,283,14,Implement permission check,Feature,Should,Developer,3.4,6,14,13,36.5,55.6,1,0,2,35,-1.0,1,0.61,0,Done,1,0.649
25525,403,13,Implement test suite,Feature,Must,DevOps,4.2,12,10,8,21.5,27.5,0,1,0,4,-0.0,0,0.03,0,Done,1,0.703
25526,214,36,Improve error handling,Bug,Must,Developer,6.7,9,14,2,7.5,4.8,2,0,0,27,0.7,1,0.7,0,Done,1,0.859
25527,412,21,Remove database query,Spike,Should,PM,1.6,6,14,5,15.1,29.2,5,1,0,25,-0.49,1,0.73,0,In Progress,0,0.427
25528,360,33,Investigate API endpoint,Refactor,Must,QA,4.2,10,10,13,40.2,23.9,0,0,0,15,-0.82,0,0.48,0,Done,1,0.861
25529,442,27,Update permission check,Feature,Should,Developer,4.5,5,10,3,12.5,13.9,2,0,0,14,0.17,0,0.33,1,Done,1,0.727
25530,229,29,Remove test suite,Bug,Could,PM,4.0,5,21,8,22.9,23.2,1,2,0,19,0.12,0,0.46,0,Done,1,0.684
25531,280,39,Refactor UI component,Bug,Must,Developer,0.3,3,14,2,10.4,11.2,0,0,0,6,-0.57,0,0.29,0,Done,1,0.787
25532,65,24,Refactor permission check,Refactor,Must,Developer,1.2,9,14,8,23.5,25.7,1,0,0,14,-0.68,0,0.48,0,Done,1,0.772
25533,56,32,Remove permission check,Chore,Must,QA,2.0,11,14,8,25.7,28.4,1,1,0,37,0.56,0,0.2,1,Done,1,0.659
25534,54,11,Improve error handling,Bug,Must,Developer,1.8,8,21,3,8.3,6.6,0,0,1,17,0.97,0,0.54,0,Done,1,0.85
25535,317,11,Remove test suite,Spike,Should,Designer,4.2,12,14,2,7.9,6.1,0,0,0,22,-0.12,1,0.45,0,Done,1,0.852
25536,163,24,Add caching layer,Refactor,Must,QA,0.3,4,14,2,11.6,11.1,1,1,0,35,0.27,1,0.8,0,To Do,0,0.743
25537,145,37,Add permission check,Feature,Must,QA,2.0,12,10,13,43.8,46.7,2,0,0,0,-0.18,1,1.0,0,Done,1,0.78
25538,302,3,Investigate UI component,Feature,Could,Developer,2.5,5,14,3,11.8,15.5,0,0,1,18,0.4,1,0.94,1,Done,1,0.739
25539,200,21,Add documentation,Chore,Must,DevOps,1.3,6,10,5,16.7,16.5,0,0,2,17,0.1,0,0.14,0,Done,1,0.774
25540,68,9,Implement caching layer,Feature,Should,DevOps,4.6,3,14,1,1.0,1.9,1,3,1,25,-0.76,0,0.11,0,Blocked,0,0.343
25541,279,36,Update database query,Feature,Must,Developer,2.8,3,14,5,13.4,20.1,3,1,0,22,-0.09,1,0.61,0,Done,1,0.595
25542,276,21,Update permission check,Chore,Must,Developer,1.9,12,7,3,6.0,7.0,2,0,2,3,0.21,0,0.24,0,Blocked,0,0.702
25543,70,2,Refactor database query,Bug,Should,Developer,3.2,11,10,1,1.0,1.3,1,2,0,10,0.75,1,0.9,0,Done,1,0.641
25544,135,1,Remove error handling,Feature,Must,DevOps,5.1,6,7,1,3.3,5.1,0,3,0,17,-0.37,1,1.0,0,Blocked,1,0.516
25545,119,26,Update documentation,Chore,Must,Designer,4.2,8,14,3,7.6,7.8,2,1,0,6,0.14,0,0.19,0,In Progress,0,0.713
25546,348,10,Investigate database query,Feature,Could,QA,5.1,8,21,2,8.7,7.8,1,0,1,31,-0.54,1,0.38,1,Done,1,0.763
25547,125,2,Remove test suite,Refactor,Must,PM,5.3,4,14,3,9.4,13.0,1,1,2,21,-1.0,1,0.66,0,In Progress,0,0.625
25548,15,7,Investigate UI component,Feature,Should,PM,3.9,11,14,8,24.0,15.0,0,0,0,27,0.16,0,0.23,0,Done,1,0.865
25549,134,7,Fix documentation,Refactor,Could,Developer,6.4,7,14,2,8.3,5.0,1,0,0,13,-0.21,0,0.05,0,Done,1,0.853
25550,235,14,Update UI component,Chore,Must,Developer,1.9,8,10,5,13.9,14.0,2,2,0,26,0.47,1,0.61,1,In Progress,0,0.595
25551,385,29,Refactor error handling,Feature,Must,Developer,4.6,11,10,1,1.0,1.1,2,0,0,17,0.56,0,0.63,1,Done,1,0.748
25552,27,35,Update caching layer,Chore,Could,Developer,0.0,11,14,5,17.0,30.4,2,2,2,5,0.02,0,0.4,0,To Do,0,0.401
25553,441,22,Create test suite,Refactor,Must,DevOps,4.7,5,14,1,7.6,4.9,1,0,0,0,-0.19,0,0.35,0,Done,1,0.85
25554,166,38,Implement login flow,Chore,Should,QA,5.4,12,14,8,20.1,17.9,0,0,1,22,0.4,1,0.86,0,Done,1,0.846
25555,172,32,Investigate deployment script,Feature,Must,Developer,0.6,3,14,5,13.5,14.4,0,0,1,0,0.08,0,0.18,0,Done,1,0.78
25556,8,7,Add API endpoint,Chore,Should,DevOps,6.7,4,14,13,41.0,27.7,1,0,0,14,0.12,0,0.0,0,Done,1,0.849
25557,139,30,Investigate test suite,Documentation,Must,Developer,3.0,9,14,8,24.9,12.3,0,1,0,33,0.82,1,0.75,0,Done,1,0.848
25558,235,10,Remove UI component,Refactor,Could,Designer,2.9,4,10,8,20.3,19.9,1,0,1,17,0.38,1,0.47,0,Done,1,0.793
25559,314,39,Improve permission check,Spike,Must,Developer,2.8,3,14,13,37.5,45.1,1,0,2,17,0.51,1,0.91,0,Done,1,0.76
25560,384,34,Investigate permission check,Bug,Could,Developer,2.8,5,21,2,7.9,7.1,1,0,0,16,0.28,1,0.59,0,Done,1,0.83
25561,262,3,Implement API endpoint,Refactor,Must,DevOps,3.9,9,7,3,10.7,15.8,1,2,0,9,0.51,1,0.64,0,Done,1,0.587
25562,51,7,Improve API endpoint,Bug,Should,DevOps,4.5,11,14,2,5.3,5.6,2,1,1,23,0.94,0,0.31,0,Done,1,0.71
25563,196,18,Create test suite,Feature,Should,Developer,4.5,7,10,2,7.2,9.5,0,0,3,4,0.69,0,0.52,0,In Progress,0,0.739
25564,368,30,Fix login flow,Refactor,Should,Developer,2.3,10,7,8,17.0,24.1,3,2,0,0,0.46,1,0.49,0,Done,1,0.523
25565,320,23,Implement error handling,Feature,Could,Developer,8.2,12,14,3,9.1,5.8,0,1,0,12,-0.06,1,0.75,1,Done,1,0.812
25566,293,4,Optimize caching layer,Documentation,Must,Developer,3.9,3,14,8,24.8,16.3,0,0,1,10,0.29,1,0.28,0,Done,1,0.853
25567,255,26,Refactor database query,Chore,Should,Designer,2.8,12,7,3,5.8,5.5,0,0,1,26,0.58,0,0.21,0,In Progress,0,0.809
25568,253,26,Optimize permission check,Spike,Could,Developer,5.6,5,14,5,17.0,21.4,0,1,1,16,1.0,0,0.43,0,To Do,0,0.732
25569,497,38,Optimize permission check,Refactor,Must,QA,6.1,11,7,8,23.8,31.7,3,1,0,17,-1.0,1,0.69,0,Done,1,0.623
25570,300,11,Add login flow,Chore,Must,Developer,4.9,9,14,2,4.6,7.5,1,3,1,31,0.64,1,0.71,0,Blocked,0,0.454
25571,299,2,Improve permission check,Feature,Must,QA,5.1,10,10,3,8.7,10.6,2,1,0,20,0.96,1,0.77,1,Done,1,0.67
25572,168,30,Create caching layer,Refactor,Must,PM,1.3,3,10,5,7.8,12.8,2,1,1,9,0.11,0,0.63,1,Done,1,0.505
25573,246,29,Add error handling,Feature,Must,Developer,4.7,3,10,1,4.8,4.9,0,0,1,14,1.0,1,0.64,0,To Do,0,0.827
25574,356,21,Fix error handling,Bug,Must,PM,3.3,3,21,8,27.1,20.2,1,0,2,27,0.97,1,0.59,0,In Progress,0,0.831
25575,430,28,Add UI component,Feature,Must,DevOps,4.9,12,14,1,5.5,5.0,0,0,1,16,0.07,0,0.44,0,Done,1,0.827
25576,390,8,Add database query,Chore,Must,Developer,5.2,8,10,8,22.3,18.9,1,1,0,23,0.0,1,0.59,1,In Progress,0,0.738
25577,332,6,Add deployment script,Bug,Could,Developer,3.9,12,10,2,6.7,7.6,2,1,1,13,-0.35,1,0.7,0,Done,1,0.675
25578,390,17,Optimize API endpoint,Documentation,Should,Designer,4.2,10,14,2,9.4,5.7,2,0,1,16,0.63,1,0.74,1,Done,1,0.813
25579,17,36,Add caching layer,Chore,Must,Developer,2.6,9,14,3,7.2,7.0,1,0,0,31,-0.77,0,0.0,1,Done,1,0.733
25580,135,21,Optimize login flow,Refactor,Could,Developer,6.3,5,14,5,15.8,15.9,1,1,1,21,0.13,1,0.85,0,Done,1,0.754
25581,122,26,Improve login flow,Feature,Should,Developer,1.2,5,10,1,2.5,2.2,0,0,0,18,0.43,1,0.93,0,Done,1,0.846
25582,327,40,Optimize error handling,Refactor,Must,QA,0.9,11,14,3,8.5,13.3,0,1,1,43,-0.64,0,0.28,1,To Do,0,0.524
25583,377,13,Investigate error handling,Chore,Should,Developer,1.2,9,14,3,14.1,11.4,0,0,0,19,0.02,0,0.0,0,Blocked,0,0.829
25584,75,20,Refactor UI component,Bug,Could,QA,4.3,4,14,5,14.5,15.0,0,0,2,21,0.88,0,0.35,0,Done,1,0.802
25585,97,28,Investigate error handling,Bug,Must,Developer,2.3,4,14,8,24.6,28.3,1,0,1,8,-0.2,1,1.0,0,Blocked,0,0.775
25586,248,7,Improve test suite,Spike,Won't,Designer,1.9,7,14,3,10.4,15.2,4,1,0,21,-0.14,1,0.76,0,Done,1,0.574
25587,485,17,Create test suite,Feature,Should,Developer,5.2,9,14,5,23.1,33.3,1,1,1,22,0.54,0,0.43,0,Done,1,0.661
25588,2,23,Implement deployment script,Bug,Should,Developer,4.2,11,14,3,7.0,5.8,1,1,0,13,0.6,0,0.39,0,Done,1,0.785
25589,440,13,Implement database query,Spike,Must,Developer,2.3,8,10,3,6.8,10.0,2,1,0,11,-0.89,0,0.43,0,Done,1,0.595
25590,97,9,Create deployment script,Bug,Must,DevOps,1.8,4,14,5,14.6,17.9,1,1,1,16,0.22,0,0.53,0,Done,1,0.682
25591,135,18,Create database query,Spike,Must,Developer,2.8,5,10,2,4.3,5.4,1,1,0,0,0.05,1,0.86,0,To Do,0,0.707
25592,316,36,Optimize test suite,Bug,Won't,Developer,2.7,5,10,5,16.9,8.8,2,0,0,25,0.42,1,0.7,0,Done,1,0.856
25593,365,17,Update database query,Bug,Should,DevOps,0.0,10,7,5,15.8,16.4,3,0,0,21,0.97,0,0.32,0,Done,1,0.75
25594,438,34,Remove login flow,Documentation,Could,Developer,4.8,11,10,3,6.0,2.2,2,0,0,24,-0.18,1,0.61,0,Done,1,0.869
25595,3,28,Improve deployment script,Feature,Should,Developer,5.8,4,21,1,2.7,1.9,0,0,0,23,1.0,1,0.69,0,Done,1,0.885
25596,25,6,Remove API endpoint,Feature,Could,Developer,0.0,11,14,8,24.9,37.6,0,1,1,22,-0.35,0,0.27,0,Blocked,0,0.617
25597,240,37,Optimize UI component,Feature,Must,Developer,3.9,10,14,5,19.8,24.1,2,1,0,26,-0.36,1,0.74,0,Done,1,0.685
25598,280,24,Create API endpoint,Documentation,Could,DevOps,3.2,9,10,5,15.2,8.5,1,0,0,8,0.09,0,0.0,0,Done,1,0.848
25599,131,23,Optimize error handling,Feature,Could,QA,2.0,10,14,5,14.0,21.6,2,2,0,22,-0.68,0,0.27,0,In Progress,0,0.494
25600,319,28,Create test suite,Feature,Should,Developer,10.6,5,14,8,24.9,23.6,1,2,0,11,0.19,1,1.0,0,Done,1,0.743
25601,133,2,Fix test suite,Feature,Should,Developer,4.4,7,10,5,14.1,11.1,0,1,0,25,-0.36,0,0.0,0,Done,1,0.78
25602,467,11,Investigate permission check,Refactor,Could,Developer,2.9,12,14,5,17.0,32.6,2,1,2,21,0.36,0,0.48,0,To Do,0,0.488
25603,89,32,Create database query,Feature,Must,Developer,0.6,7,7,5,15.8,23.5,3,0,0,16,-0.77,1,0.9,0,Done,1,0.654
